"","report_date","trans_date","Ticker","Representative","Transaction","Amount","House","Range","report_lag","overdue","DNR","first_name","last_name","party"
"190",2021-04-02,2020-06-26,"AAPL","Sean Maloney","Sale",1001,"Representatives","$1,001-$15,000",280,235,0,"Sean","Maloney","D"
"191",2020-10-12,2020-06-24,"AAPL","John Yarmuth","Purchase",1001,"Representatives","$1,001-$15,000",110,65,0,"John","Yarmuth","D"
"192",2020-10-12,2020-06-01,"AAPL","John Yarmuth","Sale",1001,"Representatives","$1,001-$15,000",133,88,0,"John","Yarmuth","D"
"193",2020-06-09,2020-05-19,"AAPL","K. Conaway","Purchase",15001,"Representatives","$15,001-$50,000",21,0,0,"K.","Conaway","R"
"194",2020-06-10,2020-05-18,"AAPL","Josh Gottheimer","Sale",15001,"Representatives","$15,001-$50,000",23,0,0,"Josh","Gottheimer","D"
"195",2020-06-09,2020-05-08,"AAPL","Nancy Pelosi","Sale",1000001,"Representatives","$1,000,001-$5,000,000",32,0,0,"Nancy","Pelosi","D"
"196",2020-06-09,2020-05-08,"AAPL","Nancy Pelosi","Sale",500001,"Representatives","$500,001",32,0,0,"Nancy","Pelosi","D"
"197",2020-06-09,2020-05-08,"AAPL","Nancy Pelosi","Sale",500001,"Representatives","$500,001",32,0,0,"Nancy","Pelosi","D"
"198",2020-05-31,2020-05-07,"AAPL","Donald Beyer","Sale",1001,"Representatives","$1,001-$15,000",24,0,0,"Donald","Beyer","D"
"199",2020-05-31,2020-05-01,"AAPL","Donald Beyer","Sale",1001,"Representatives","$1,001-$15,000",30,0,0,"Donald","Beyer","D"
"200",2020-05-15,2020-04-30,"AAPL","David McKinley","Purchase",1001,"Representatives","$1,001-$15,000",15,0,0,"David","McKinley","R"
"201",2020-05-15,2020-04-30,"AAPL","David McKinley","Purchase",1001,"Representatives","$1,001-$15,000",15,0,0,"David","McKinley","R"
"202",2020-05-09,2020-04-27,"AAPL","Donald Beyer","Sale",1001,"Representatives","$1,001-$15,000",12,0,0,"Donald","Beyer","D"
"203",2020-05-09,2020-04-27,"AAPL","Donald Beyer","Sale",1001,"Representatives","$1,001-$15,000",12,0,0,"Donald","Beyer","D"
"204",2020-06-10,2020-04-22,"AAPL","Ed Perlmutter","Sale",1001,"Representatives","$1,001-$15,000",49,4,0,"Ed","Perlmutter","D"
"205",2020-05-13,2020-04-20,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",23,0,0,"Josh","Gottheimer","D"
"206",2020-05-13,2020-04-20,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",23,0,0,"Josh","Gottheimer","D"
"207",2020-05-04,2020-04-15,"AAPL","K. Conaway","Purchase",15001,"Representatives","$15,001-$50,000",19,0,0,"K.","Conaway","R"
"208",2020-05-04,2020-04-15,"AAPL","K. Conaway","Purchase",50001,"Representatives","$50,001-$100,000",19,0,0,"K.","Conaway","R"
"209",2020-05-22,2020-04-13,"AAPL","Mo Brooks","Sale",1001,"Representatives","$1,001-$15,000",39,0,0,"Mo","Brooks","R"
"210",2020-04-27,2020-04-06,"AAPL","Susan Brooks","Purchase",1001,"Representatives","$1,001-$15,000",21,0,0,"Susan","Brooks","R"
"211",2020-05-29,2020-04-03,"AAPL","Katherine Clark","Purchase",1001,"Representatives","$1,001-$15,000",56,11,0,"Katherine","Clark","D"
"212",2020-05-29,2020-04-03,"AAPL","Katherine Clark","Purchase",1001,"Representatives","$1,001-$15,000",56,11,0,"Katherine","Clark","D"
"213",2020-05-07,2020-04-02,"AAPL","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",35,0,0,"Dean","Phillips","D"
"214",2020-05-07,2020-04-02,"AAPL","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",35,0,0,"Dean","Phillips","D"
"215",2020-04-09,2020-03-27,"AAPL","John Curtis","Purchase",15001,"Representatives","$15,001-$50,000",13,0,0,"John","Curtis","R"
"216",2020-04-11,2020-03-23,"AAPL","Zoe Lofgren","Sale",1001,"Representatives","$1,001-$15,000",19,0,0,"Zoe","Lofgren","D"
"217",2020-04-11,2020-03-23,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",19,0,0,"Josh","Gottheimer","D"
"218",2020-04-15,2020-03-23,"AAPL","David McKinley","Sale",50001,"Representatives","$50,001-$100,000",23,0,0,"David","McKinley","R"
"219",2020-04-11,2020-03-20,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",22,0,0,"Josh","Gottheimer","D"
"220",2021-09-23,2020-03-10,"AAPL","Thomas Suozzi","Purchase",1001,"Representatives","$1,001-$15,000",562,517,0,"Thomas","Suozzi","D"
"221",2020-04-15,2020-03-09,"AAPL","David McKinley","Purchase",1001,"Representatives","$1,001-$15,000",37,0,0,"David","McKinley","R"
"222",2020-04-11,2020-03-05,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",37,0,0,"Josh","Gottheimer","D"
"223",2020-08-13,2020-03-04,"AAPL","David Trone","Sale",1001,"Representatives","$1,001-$15,000",162,117,0,"David","Trone","D"
"224",2020-03-08,2020-03-03,"AAPL","Kim Schrier","Sale",250001,"Representatives","$250,001-$1,000,000",5,0,0,"Kim","Schrier","D"
"225",2020-03-08,2020-03-03,"AAPL","Kim Schrier","Sale",1000001,"Representatives","$1,000,001-$5,000,000",5,0,0,"Kim","Schrier","D"
"226",2020-03-08,2020-03-03,"AAPL","Kim Schrier","Sale",250001,"Representatives","$250,001-$1,000,000",5,0,0,"Kim","Schrier","D"
"227",2020-03-08,2020-03-02,"AAPL","Kim Schrier","Sale",1000001,"Representatives","$1,000,001-$5,000,000",6,0,0,"Kim","Schrier","D"
"228",2020-03-08,2020-03-02,"AAPL","Kim Schrier","Sale",250001,"Representatives","$250,001-$1,000,000",6,0,0,"Kim","Schrier","D"
"229",2021-09-23,2020-03-02,"AAPL","Thomas Suozzi","Purchase",1001,"Representatives","$1,001-$15,000",570,525,0,"Thomas","Suozzi","D"
"230",2020-03-08,2020-02-28,"AAPL","Kim Schrier","Sale",100001,"Representatives","$100,001-250,000",9,0,0,"Kim","Schrier","D"
"231",2020-03-08,2020-02-28,"AAPL","Kim Schrier","Sale",250001,"Representatives","$250,001-$1,000,000",9,0,0,"Kim","Schrier","D"
"232",2020-03-16,2020-02-26,"AAPL","Josh Gottheimer","Purchase",15001,"Representatives","$15,001-$50,000",19,0,0,"Josh","Gottheimer","D"
"233",2020-04-05,2020-02-20,"AAPL","Mikie Sherrill","Sale",1001,"Representatives","$1,001-$15,000",45,0,0,"Mikie","Sherrill","D"
"234",2020-02-22,2020-02-18,"AAPL","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",4,0,0,"Donald","Beyer","D"
"235",2020-03-16,2020-02-03,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",42,0,0,"Josh","Gottheimer","D"
"236",2020-04-06,2020-02-03,"AAPL","Ed Perlmutter","Sale",1001,"Representatives","$1,001-$15,000",63,18,0,"Ed","Perlmutter","D"
"237",2020-02-10,2020-01-29,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",12,0,0,"Josh","Gottheimer","D"
"238",2020-01-29,2020-01-29,"AAPL","Kim Schrier","Sale",50001,"Representatives","$50,001-$100,000",0,0,0,"Kim","Schrier","D"
"239",2020-02-22,2020-01-28,"AAPL","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",25,0,0,"Donald","Beyer","D"
"240",2020-02-10,2020-01-14,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",27,0,0,"Josh","Gottheimer","D"
"241",2020-02-22,2020-01-14,"AAPL","Donald Beyer","Purchase",15001,"Representatives","$15,001-$50,000",39,0,0,"Donald","Beyer","D"
"242",2020-02-08,2020-01-13,"AAPL","Mike Gallagher","Sale",1001,"Representatives","$1,001-$15,000",26,0,0,"Mike","Gallagher","R"
"243",2020-01-13,2020-01-08,"AAPL","Bob Gibbs","Purchase",15001,"Representatives","$15,001-$50,000",5,0,0,"Bob","Gibbs","R"
"244",2020-01-13,2020-01-02,"AAPL","Alan Lowenthal","Sale",894.97,"Representatives","$894.97",11,0,0,"Alan","Lowenthal","D"
"245",2020-01-06,2020-01-02,"AAPL","Bob Gibbs","Purchase",15001,"Representatives","$15,001-$50,000",4,0,0,"Bob","Gibbs","R"
"246",2020-01-13,2020-01-02,"AAPL","Alan Lowenthal","Sale",1001,"Representatives","$1,001-$15,000",11,0,0,"Alan","Lowenthal","D"
"247",2020-07-29,2019-12-31,"AAPL","Joe Courtney","Purchase",1001,"Representatives","$1,001-$15,000",211,166,0,"Joe","Courtney","D"
"248",2020-01-02,2019-12-23,"AAPL","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",10,0,0,"Donald","Beyer","D"
"249",2019-12-20,2019-12-19,"AAPL","Bob Gibbs","Purchase",1001,"Representatives","$1,001-$15,000",1,0,0,"Bob","Gibbs","R"
"250",2020-01-31,2019-12-18,"AAPL","John Larson","Sale",1001,"Representatives","$1,001-$15,000",44,0,0,"John","Larson","D"
"251",2020-01-14,2019-12-16,"AAPL","Mike Gallagher","Sale",15001,"Representatives","$15,001-$50,000",29,0,0,"Mike","Gallagher","R"
"252",2019-12-14,2019-12-09,"AAPL","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",5,0,0,"Donald","Beyer","D"
"253",2020-01-09,2019-12-06,"AAPL","Roger Marshall","Sale",1001,"Representatives","$1,001-$15,000",34,0,0,"Roger","Marshall","R"
"254",2020-01-09,2019-12-06,"AAPL","Roger Marshall","Sale",1001,"Representatives","$1,001-$15,000",34,0,0,"Roger","Marshall","R"
"255",2020-01-09,2019-12-03,"AAPL","Roger Marshall","Purchase",1001,"Representatives","$1,001-$15,000",37,0,0,"Roger","Marshall","R"
"256",2020-01-09,2019-12-02,"AAPL","Roger Marshall","Purchase",1001,"Representatives","$1,001-$15,000",38,0,0,"Roger","Marshall","R"
"257",2020-01-24,2019-12-02,"AAPL","Lloyd Smucker","Sale",1001,"Representatives","$1,001-$15,000",53,8,0,"Lloyd","Smucker","R"
"258",2019-12-14,2019-11-22,"AAPL","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",22,0,0,"Donald","Beyer","D"
"259",2021-09-23,2019-11-18,"AAPL","Thomas Suozzi","Sale",15001,"Representatives","$15,001-$50,000",675,630,0,"Thomas","Suozzi","D"
"260",2019-12-14,2019-11-18,"AAPL","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",26,0,0,"Donald","Beyer","D"
"261",2019-12-14,2019-11-18,"AAPL","Donald Beyer","Purchase",1001,"Representatives","$1,001-$15,000",26,0,0,"Donald","Beyer","D"
"262",2019-12-23,2019-11-05,"AAPL","Ed Perlmutter","Purchase",1001,"Representatives","$1,001-$15,000",48,3,0,"Ed","Perlmutter","D"
"263",2020-01-24,2019-10-31,"AAPL","Lloyd Smucker","Sale",15001,"Representatives","$15,001-$50,000",85,40,0,"Lloyd","Smucker","R"
"264",2019-11-13,2019-10-29,"AAPL","Earl Blumenauer","Sale",1001,"Representatives","$1,001-$15,000",15,0,0,"Earl","Blumenauer","D"
"265",2019-10-21,2019-10-21,"AAPL","Kim Schrier","Sale",50001,"Representatives","$50,001-$100,000",0,0,0,"Kim","Schrier","D"
"266",2019-11-08,2019-10-18,"AAPL","Cheri Bustos","Sale",15001,"Representatives","$15,001-$50,000",21,0,0,"Cheri","Bustos","D"
"267",2021-09-23,2019-10-17,"AAPL","Thomas Suozzi","Sale",1001,"Representatives","$1,001-$15,000",707,662,0,"Thomas","Suozzi","D"
"268",2020-01-24,2019-10-14,"AAPL","Lloyd Smucker","Sale",15001,"Representatives","$15,001-$50,000",102,57,0,"Lloyd","Smucker","R"
"269",2020-01-24,2019-10-14,"AAPL","Lloyd Smucker","Sale",15001,"Representatives","$15,001-$50,000",102,57,0,"Lloyd","Smucker","R"
"270",2019-10-02,2019-09-12,"AAPL","Kim Schrier","Sale",50001,"Representatives","$50,001-$100,000",20,0,0,"Kim","Schrier","D"
"271",2020-01-24,2019-09-03,"AAPL","Lloyd Smucker","Sale",1001,"Representatives","$1,001-$15,000",143,98,0,"Lloyd","Smucker","R"
"272",2020-04-27,2019-08-28,"AAPL","Donna Shalala","Sale",1001,"Representatives","$1,001-$15,000",243,198,0,"Donna","Shalala","D"
"273",2020-01-24,2019-07-31,"AAPL","Lloyd Smucker","Sale",15001,"Representatives","$15,001-$50,000",177,132,0,"Lloyd","Smucker","R"
"274",2019-09-16,2019-07-16,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",62,17,0,"Josh","Gottheimer","D"
"275",2021-09-23,2019-07-08,"AAPL","Thomas Suozzi","Purchase",15001,"Representatives","$15,001-$50,000",808,763,0,"Thomas","Suozzi","D"
"276",2019-07-09,2019-07-02,"AAPL","Lloyd Smucker","Sale",15001,"Representatives","$15,001-$50,000",7,0,0,"Lloyd","Smucker","R"
"277",2019-07-18,2019-06-12,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",36,0,0,"Josh","Gottheimer","D"
"278",2019-07-18,2019-06-06,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",42,0,0,"Josh","Gottheimer","D"
"279",2019-07-09,2019-06-03,"AAPL","Lloyd Smucker","Sale",15001,"Representatives","$15,001-$50,000",36,0,0,"Lloyd","Smucker","R"
"280",2019-06-15,2019-05-20,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",26,0,0,"Josh","Gottheimer","D"
"281",2021-09-23,2019-05-13,"AAPL","Thomas Suozzi","Purchase",15001,"Representatives","$15,001-$50,000",864,819,0,"Thomas","Suozzi","D"
"282",2019-05-13,2019-05-01,"AAPL","Lloyd Smucker","Sale",1001,"Representatives","$1,001-$15,000",12,0,0,"Lloyd","Smucker","R"
"283",2019-05-14,2019-04-30,"AAPL","Gilbert Cisneros","Sale",1001,"Representatives","$1,001-$15,000",14,0,0,"Gilbert","Cisneros","D"
"284",2019-05-08,2019-04-25,"AAPL","Earl Blumenauer","Sale",1001,"Representatives","$1,001-$15,000",13,0,0,"Earl","Blumenauer","D"
"285",2019-05-06,2019-04-18,"AAPL","K. Conaway","Purchase",1001,"Representatives","$1,001-$15,000",18,0,0,"K.","Conaway","R"
"286",2019-05-07,2019-04-17,"AAPL","Robert Wittman","Sale",1001,"Representatives","$1,001-$15,000",20,0,0,"Robert","Wittman","R"
"287",2019-05-20,2019-04-05,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",45,0,0,"Josh","Gottheimer","D"
"288",2019-04-11,2019-04-05,"AAPL","Lloyd Smucker","Sale",1001,"Representatives","$1,001-$15,000",6,0,0,"Lloyd","Smucker","R"
"289",2019-04-15,2019-03-25,"AAPL","Van Taylor","Sale",15001,"Representatives","$15,001-$50,000",21,0,0,"Van","Taylor","R"
"290",2019-04-15,2019-03-25,"AAPL","Van Taylor","Sale",15001,"Representatives","$15,001-$50,000",21,0,0,"Van","Taylor","R"
"291",2019-04-04,2019-03-22,"AAPL","Bill Flores","Sale",1001,"Representatives","$1,001-$15,000",13,0,0,"Bill","Flores","R"
"292",2019-04-30,2019-03-22,"AAPL","Kim Schrier","Sale",50001,"Representatives","$50,001-$100,000",39,0,0,"Kim","Schrier","D"
"293",2019-04-11,2019-03-18,"AAPL","Lloyd Smucker","Sale",1001,"Representatives","$1,001-$15,000",24,0,0,"Lloyd","Smucker","R"
"294",2019-04-23,2019-03-08,"AAPL","Lizzie Fletcher","Sale",1001,"Representatives","$1,001-$15,000",46,1,0,"Lizzie","Fletcher","D"
"295",2019-04-01,2019-03-08,"AAPL","David McKinley","Sale",1001,"Representatives","$1,001-$15,000",24,0,0,"David","McKinley","R"
"296",2019-03-08,2019-02-11,"AAPL","Gilbert Cisneros","Sale",250001,"Representatives","$250,001-$1,000,000",25,0,0,"Gilbert","Cisneros","D"
"297",2019-03-08,2019-02-08,"AAPL","Gilbert Cisneros","Purchase",250001,"Representatives","$250,001-$1,000,000",28,0,0,"Gilbert","Cisneros","D"
"298",2020-04-27,2019-02-05,"AAPL","Donna Shalala","Sale",1001,"Representatives","$1,001-$15,000",447,402,0,"Donna","Shalala","D"
"299",2019-03-21,2019-02-04,"AAPL","Dean Phillips","Purchase",1001,"Representatives","$1,001-$15,000",45,0,0,"Dean","Phillips","D"
"300",2019-01-31,2019-01-18,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",13,0,0,"Josh","Gottheimer","D"
"301",2019-02-13,2019-01-18,"AAPL","Gilbert Cisneros","Purchase",100001,"Representatives","$100,001-250,000",26,0,0,"Gilbert","Cisneros","D"
"302",2019-02-22,2019-01-11,"AAPL","Ed Perlmutter","Sale",1001,"Representatives","$1,001-$15,000",42,0,0,"Ed","Perlmutter","D"
"303",2019-03-04,2019-01-08,"AAPL","K. Conaway","Sale",1001,"Representatives","$1,001-$15,000",55,10,0,"K.","Conaway","R"
"304",2019-01-13,2019-01-08,"AAPL","Bob Gibbs","Purchase",1001,"Representatives","$1,001-$15,000",5,0,0,"Bob","Gibbs","R"
"305",2019-02-18,2019-01-04,"AAPL","Dean Phillips","Sale",1001,"Representatives","$1,001-$15,000",45,0,0,"Dean","Phillips","D"
"306",2019-01-31,2019-01-03,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",28,0,0,"Josh","Gottheimer","D"
"307",2019-01-14,2019-01-03,"AAPL","David Price","Purchase",1001,"Representatives","$1,001-$15,000",11,0,0,"David","Price","D"
"308",2019-01-29,2019-01-02,"AAPL","Justin Amash","Purchase",1001,"Representatives","$1,001-$15,000",27,0,0,"Justin","Amash","R"
"309",2019-01-11,2018-12-31,"AAPL","Robert Wittman","Purchase",15001,"Representatives","$15,001-$50,000",11,0,0,"Robert","Wittman","R"
"310",2019-01-16,2018-12-11,"AAPL","Earl Blumenauer","Purchase",1001,"Representatives","$1,001-$15,000",36,0,0,"Earl","Blumenauer","D"
"311",2018-12-17,2018-12-10,"AAPL","Frank LoBiondo","Purchase",1001,"Representatives","$1,001-$15,000",7,0,0,"Frank","LoBiondo","R"
"312",2018-12-17,2018-12-10,"AAPL","Frank LoBiondo","Purchase",1001,"Representatives","$1,001-$15,000",7,0,0,"Frank","LoBiondo","R"
"313",2018-11-06,2018-11-02,"AAPL","Earl Blumenauer","Purchase",1001,"Representatives","$1,001-$15,000",4,0,0,"Earl","Blumenauer","D"
"314",2021-09-23,2018-11-02,"AAPL","Thomas Suozzi","Sale",15001,"Representatives","$15,001-$50,000",1056,1011,0,"Thomas","Suozzi","D"
"315",2021-09-23,2018-11-01,"AAPL","Thomas Suozzi","Purchase",15001,"Representatives","$15,001-$50,000",1057,1012,0,"Thomas","Suozzi","D"
"316",2018-11-12,2018-10-26,"AAPL","K. Conaway","Sale",1001,"Representatives","$1,001-$15,000",17,0,0,"K.","Conaway","R"
"317",2018-11-07,2018-10-05,"AAPL","Gary Palmer","Sale",1001,"Representatives","$1,001-$15,000",33,0,0,"Gary","Palmer","R"
"318",2018-11-07,2018-10-05,"AAPL","Gary Palmer","Sale",1001,"Representatives","$1,001-$15,000",33,0,0,"Gary","Palmer","R"
"319",2018-11-07,2018-10-05,"AAPL","Gary Palmer","Sale",1001,"Representatives","$1,001-$15,000",33,0,0,"Gary","Palmer","R"
"320",2018-11-19,2018-10-01,"AAPL","Katherine Clark","Sale",1001,"Representatives","$1,001-$15,000",49,4,0,"Katherine","Clark","D"
"321",2018-11-19,2018-10-01,"AAPL","Katherine Clark","Sale",1001,"Representatives","$1,001-$15,000",49,4,0,"Katherine","Clark","D"
"322",2018-10-02,2018-09-14,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",18,0,0,"Josh","Gottheimer","D"
"323",2018-10-19,2018-09-11,"AAPL","Robert Wittman","Sale",1001,"Representatives","$1,001-$15,000",38,0,0,"Robert","Wittman","R"
"324",2018-10-25,2018-09-11,"AAPL","Nancy Pelosi","Purchase",500001,"Representatives","$500,001",44,0,0,"Nancy","Pelosi","D"
"325",2018-10-02,2018-09-10,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",22,0,0,"Josh","Gottheimer","D"
"326",2018-09-05,2018-08-21,"AAPL","Roger Marshall","Sale",1001,"Representatives","$1,001-$15,000",15,0,0,"Roger","Marshall","R"
"327",2018-09-26,2018-08-17,"AAPL","Dwight Evans","Purchase",1001,"Representatives","$1,001-$15,000",40,0,0,"Dwight","Evans","D"
"328",2018-09-05,2018-08-07,"AAPL","Roger Marshall","Purchase",1001,"Representatives","$1,001-$15,000",29,0,0,"Roger","Marshall","R"
"329",2018-09-29,2018-08-06,"AAPL","Gary Palmer","Purchase",1001,"Representatives","$1,001-$15,000",54,9,0,"Gary","Palmer","R"
"330",2018-08-06,2018-08-03,"AAPL","Barbara Comstock","Purchase",1001,"Representatives","$1,001-$15,000",3,0,0,"Barbara","Comstock","R"
"331",2018-10-02,2018-08-02,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",61,16,0,"Josh","Gottheimer","D"
"332",2018-08-02,2018-08-01,"AAPL","Justin Amash","Purchase",1001,"Representatives","$1,001-$15,000",1,0,0,"Justin","Amash","R"
"333",2018-08-13,2018-07-25,"AAPL","Carlos Curbelo","Sale",1001,"Representatives","$1,001-$15,000",19,0,0,"Carlos","Curbelo","R"
"334",2018-08-13,2018-07-18,"AAPL","Tom Rooney","Sale",1001,"Representatives","$1,001-$15,000",26,0,0,"Tom","Rooney","R"
"335",2018-10-02,2018-07-12,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",82,37,0,"Josh","Gottheimer","D"
"336",2018-09-29,2018-07-12,"AAPL","Gary Palmer","Purchase",1001,"Representatives","$1,001-$15,000",79,34,0,"Gary","Palmer","R"
"337",2018-10-02,2018-07-02,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",92,47,0,"Josh","Gottheimer","D"
"338",2018-10-02,2018-04-30,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",155,110,0,"Josh","Gottheimer","D"
"339",2018-10-02,2018-02-22,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",222,177,0,"Josh","Gottheimer","D"
"340",2018-10-02,2018-02-12,"AAPL","Josh Gottheimer","Sale",1001,"Representatives","$1,001-$15,000",232,187,0,"Josh","Gottheimer","D"
"341",2018-10-02,2018-02-07,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",237,192,0,"Josh","Gottheimer","D"
"342",2018-10-02,2018-02-06,"AAPL","Josh Gottheimer","Purchase",15001,"Representatives","$15,001-$50,000",238,193,0,"Josh","Gottheimer","D"
"343",2018-09-29,2017-11-06,"AAPL","Gary Palmer","Sale",1001,"Representatives","$1,001-$15,000",327,282,0,"Gary","Palmer","R"
"344",2018-08-13,2017-08-02,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",376,331,0,"Josh","Gottheimer","D"
"345",2018-07-09,2017-06-27,"AAPL","K. Conaway","Purchase",15001,"Representatives","$15,001-$50,000",377,332,0,"K.","Conaway","R"
"346",2018-08-13,2017-05-01,"AAPL","Josh Gottheimer","Purchase",1001,"Representatives","$1,001-$15,000",469,424,0,"Josh","Gottheimer","D"
"347",2018-09-29,2017-04-04,"AAPL","Gary Palmer","Purchase",1001,"Representatives","$1,001-$15,000",543,498,0,"Gary","Palmer","R"
"348",2022-02-03,2022-01-18,"AAPL","Thomas Carper","Sale",1001,"Senate","$1,001 - $15,000",16,0,0,"Thomas","Carper","D"
"349",2022-02-14,2022-01-14,"AAPL","Tommy Tuberville","Sale",15001,"Senate","$15,001 - $50,000",31,0,0,"Tommy","Tuberville","R"
"350",2022-01-12,2021-12-22,"AAPL","Tommy Tuberville","Sale",50001,"Senate","$50,001 - $100,000",21,0,0,"Tommy","Tuberville","R"
